2023 C1E,,,
Hourly Stream Data (Summary),,,
,,,
Dataset Reference Format:,,,
,"[Year of data collection] Stream data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,
1/23/2023 15:00,8.062672655,0.177,0.061
1/23/2023 16:00,4.164149573,0.176,0.061
1/23/2023 17:00,3.315072601,0.17,0.061
1/23/2023 18:00,8.062672655,0.157,0.061
1/23/2023 19:00,5.401647217,0.156,0.06
1/23/2023 20:00,8.789650163,0.155,0.06
1/23/2023 21:00,10.07890539,0.139,0.06
1/23/2023 22:00,7.036875913,0.129,0.06
1/23/2023 23:00,7.147049349,0.121,0.06
1/24/2023 0:00,4.499608999,0.11,0.061
1/24/2023 1:00,4.672743313,0.108,0.061
1/24/2023 2:00,5.029893591,0.108,0.061
1/24/2023 3:00,5.788115153,0.11,0.061
1/24/2023 4:00,3.536049584,0.11,0.061
1/24/2023 5:00,12.34665119,0.11,0.061
1/24/2023 6:00,26.02886409,0.11,0.062
1/24/2023 7:00,52.88521064,0.114,0.062
1/24/2023 8:00,161.05092,0.117,0.062
1/24/2023 9:00,54.57344305,0.119,0.062
1/24/2023 10:00,7.712158461,0.122,0.062
1/24/2023 11:00,0.009610608,0.128,0.062
1/24/2023 12:00,3.315072601,0.129,0.063
1/24/2023 13:00,-6999,0.137,0.062
1/24/2023 14:00,212.7141521,0.18,0.062
1/24/2023 15:00,196.4492408,0.168,0.062
1/24/2023 16:00,15.88548444,0.155,0.062
1/24/2023 17:00,5.690112735,0.151,0.061
1/24/2023 18:00,4.849500075,0.145,0.061
1/24/2023 19:00,8.789650163,0.143,0.061
1/24/2023 20:00,5.307333632,0.152,0.061
1/24/2023 21:00,9.813238331,0.155,0.061
1/24/2023 22:00,7.036875913,0.156,0.06
1/24/2023 23:00,5.496880459,0.156,0.06
1/25/2023 0:00,8.062672655,0.156,0.06
1/25/2023 1:00,4.330082646,0.156,0.06
1/25/2023 2:00,8.062672655,0.157,0.06
1/25/2023 3:00,11.75582913,0.161,0.06
1/25/2023 4:00,14.70596835,0.16,0.06
1/25/2023 5:00,7.712158461,0.17,0.06
1/25/2023 6:00,9.293650854,0.176,0.06
1/25/2023 7:00,9.166192983,0.185,0.06
1/25/2023 8:00,12.49686347,0.195,0.06
1/25/2023 9:00,12.64808104,0.207,0.06
1/25/2023 10:00,11.32320443,0.239,0.06
1/25/2023 11:00,8.181427921,0.282,0.06
1/25/2023 12:00,8.543466188,0.313,0.06
1/25/2023 13:00,15.88548444,0.337,0.06
1/25/2023 14:00,10.76029271,0.364,0.06
1/25/2023 15:00,11.75582913,0.364,0.06
1/25/2023 16:00,6.712024355,0.336,0.06
1/25/2023 17:00,11.32320443,0.333,0.06
1/25/2023 18:00,8.666074686,0.327,0.06
1/25/2023 19:00,4.672743313,0.316,0.06
1/25/2023 20:00,7.370239973,0.311,0.06
1/25/2023 21:00,9.945581251,0.311,0.06
1/25/2023 22:00,10.48477896,0.307,0.06
1/25/2023 23:00,7.147049349,0.294,0.06
1/26/2023 0:00,15.2053142,0.288,0.06
1/26/2023 1:00,10.21321213,0.277,0.06
1/26/2023 2:00,7.94487699,0.258,0.06
1/26/2023 3:00,5.496880459,0.261,0.061
1/26/2023 4:00,5.213937987,0.282,0.061
1/26/2023 5:00,12.49686347,0.301,0.061
1/26/2023 6:00,4.939241352,0.314,0.061
1/26/2023 7:00,7.036875913,0.341,0.061
1/26/2023 8:00,6.189405738,0.395,0.061
1/26/2023 9:00,6.712024355,0.421,0.061
1/26/2023 10:00,11.61062386,0.478,0.061
1/26/2023 11:00,12.64808104,0.539,0.061
1/26/2023 12:00,5.788115153,0.582,0.061
1/26/2023 13:00,6.927648317,0.645,0.061
1/26/2023 14:00,7.370239973,0.715,0.061
1/26/2023 15:00,8.666074686,0.659,0.061
1/26/2023 16:00,1.931025721,0.694,0.061
1/26/2023 17:00,4.164149573,0.706,0.061
1/26/2023 18:00,6.395642697,0.692,0.061
1/26/2023 19:00,14.37818719,0.713,0.061
1/26/2023 20:00,3.764939399,0.614,0.061
1/26/2023 21:00,8.914194075,0.695,0.061
1/26/2023 22:00,8.421823208,0.74,0.061
1/26/2023 23:00,8.301144278,0.776,0.061
1/27/2023 0:00,11.61062386,0.805,0.062
1/27/2023 1:00,5.887044,0.838,0.062
1/27/2023 2:00,6.292056881,0.874,0.062
1/27/2023 3:00,4.246667874,0.909,0.062
1/27/2023 4:00,4.082525878,0.943,0.062
1/27/2023 5:00,5.213937987,0.968,0.062
1/27/2023 6:00,8.181427921,0.996,0.062
1/27/2023 7:00,4.00179491,1.01,0.062
1/27/2023 8:00,6.605624826,1.032,0.062
1/27/2023 9:00,10.48477896,1.058,0.062
1/27/2023 10:00,18.21037576,1.073,0.062
1/27/2023 11:00,8.914194075,1.069,0.062
1/27/2023 12:00,12.95353718,1.137,0.062
1/27/2023 13:00,6.712024355,1.22,0.062
1/27/2023 14:00,10.62204179,1.24,0.062
1/27/2023 15:00,3.461514029,1.218,0.062
1/27/2023 16:00,16.23175213,1.239,0.062
1/27/2023 17:00,19.34288768,1.203,0.062
1/27/2023 18:00,8.181427921,1.224,0.062
1/27/2023 19:00,12.95353718,1.185,0.062
1/27/2023 20:00,9.813238331,1.132,0.062
1/27/2023 21:00,11.1809876,1.138,0.062
1/27/2023 22:00,13.73485942,1.119,0.062
1/27/2023 23:00,4.939241352,1.064,0.062
1/28/2023 0:00,9.166192983,1.087,0.062
1/28/2023 1:00,14.37818719,1.071,0.062
1/28/2023 2:00,12.04923735,1.04,0.062
1/28/2023 3:00,13.73485942,1.062,0.062
1/28/2023 4:00,21.31476432,1.074,0.062
1/28/2023 5:00,7.597232578,1.095,0.062
1/28/2023 6:00,6.605624826,1.118,0.062
1/28/2023 7:00,16.05810209,1.139,0.063
1/28/2023 8:00,5.788115153,1.145,0.063
1/28/2023 9:00,13.89416513,1.156,0.063
1/28/2023 10:00,12.34665119,1.183,0.063
1/28/2023 11:00,9.945581251,1.214,0.063
1/28/2023 12:00,18.77190826,1.254,0.063
1/28/2023 13:00,9.551490563,1.317,0.063
1/28/2023 14:00,7.036875913,1.363,0.063
1/28/2023 15:00,19.53531868,1.407,0.063
1/28/2023 16:00,6.395642697,1.402,0.063
1/28/2023 17:00,14.21582778,1.382,0.063
1/28/2023 18:00,23.60674796,1.365,0.063
1/28/2023 19:00,8.062672655,1.3,0.063
1/28/2023 20:00,13.41929303,1.25,0.063
1/28/2023 21:00,10.62204179,1.204,0.063
1/28/2023 22:00,10.76029271,1.165,0.063
1/28/2023 23:00,9.551490563,1.13,0.063
1/29/2023 0:00,16.58215416,1.034,0.063
1/29/2023 1:00,7.370239973,0.922,0.062
1/29/2023 2:00,6.712024355,0.796,0.062
1/29/2023 3:00,9.422082907,0.651,0.062
1/29/2023 4:00,10.34850287,0.495,0.062
1/29/2023 5:00,8.421823208,0.347,0.062
1/29/2023 6:00,3.611464351,0.24,0.061
1/29/2023 7:00,12.49686347,0.195,0.061
1/29/2023 8:00,2.039987113,0.177,0.061
1/29/2023 9:00,11.75582913,0.112,0.061
1/29/2023 10:00,26.25555655,0.127,0.061
1/29/2023 11:00,4.00179491,0.142,0.061
1/29/2023 12:00,3.764939399,0.149,0.061
1/29/2023 13:00,13.89416513,0.165,0.062
1/29/2023 14:00,8.543466188,0.167,0.062
1/29/2023 15:00,7.036875913,0.152,0.062
1/29/2023 16:00,11.32320443,0.147,0.062
1/29/2023 17:00,7.597232578,0.143,0.062
1/29/2023 18:00,14.21582778,0.148,0.062
1/29/2023 19:00,13.89416513,0.122,0.062
1/29/2023 20:00,9.293650854,0.113,0.062
1/29/2023 21:00,9.681875235,0.114,0.062
1/29/2023 22:00,13.10777831,0.102,0.062
1/29/2023 23:00,7.370239973,0.109,0.062
1/30/2023 0:00,9.293650854,0.121,0.062
1/30/2023 1:00,112.5774463,0.125,0.062
1/30/2023 2:00,-6999,0.122,0.063
1/30/2023 3:00,156.7455513,0.112,0.063
1/30/2023 4:00,88.73480912,0.115,0.063
1/30/2023 5:00,37.04514941,0.116,0.064
1/30/2023 6:00,66.45733016,0.119,0.064
1/30/2023 7:00,15.88548444,0.12,0.064
1/30/2023 8:00,22.13324378,0.121,0.064
1/30/2023 9:00,0.593475425,0.122,0.064
1/30/2023 10:00,185.5550685,0.122,0.065
1/30/2023 11:00,159.1978609,0.128,0.065
1/30/2023 12:00,131.1508764,0.136,0.065
1/30/2023 13:00,210.5520249,0.147,0.065
1/30/2023 14:00,119.2932421,0.145,0.065
1/30/2023 15:00,17.65825979,0.138,0.065
1/30/2023 16:00,18.39650547,0.132,0.065
1/30/2023 17:00,14.0544875,0.127,0.065
1/30/2023 18:00,0.204583827,0.125,0.065
1/30/2023 19:00,-6999,0.121,0.065
1/30/2023 20:00,0.016282032,0.125,0.065
1/30/2023 21:00,17.29539871,0.122,0.065
1/30/2023 22:00,44.27237367,0.123,0.065
1/30/2023 23:00,6.81936499,0.12,0.065
1/31/2023 0:00,0.874821467,0.117,0.065
1/31/2023 1:00,0.090696785,0.116,0.065
1/31/2023 2:00,-6999,0.117,0.065
1/31/2023 3:00,-6999,0.117,0.065
1/31/2023 4:00,-6999,0.123,0.065
1/31/2023 5:00,0.035673084,0.125,0.065
1/31/2023 6:00,-6999,0.126,0.065
1/31/2023 7:00,-6999,0.127,0.065
1/31/2023 8:00,-6999,0.128,0.065
1/31/2023 9:00,4.164149573,0.13,0.065
1/31/2023 10:00,204.1388518,0.134,0.065
1/31/2023 11:00,209.117391,0.136,0.065
1/31/2023 12:00,19.15150968,0.13,0.065
1/31/2023 13:00,33.8273777,0.133,0.065
1/31/2023 14:00,32.27892763,0.139,0.065
1/31/2023 15:00,25.35530299,0.142,0.064
1/31/2023 16:00,6.500164808,0.142,0.064
1/31/2023 17:00,8.421823208,0.144,0.064
1/31/2023 18:00,5.496880459,0.138,0.064
1/31/2023 19:00,6.087687639,0.136,0.064
1/31/2023 20:00,8.062672655,0.132,0.063
1/31/2023 21:00,7.483260258,0.136,0.063
1/31/2023 22:00,4.585724251,0.134,0.063
1/31/2023 23:00,12.49686347,0.129,0.063
2/1/2023 0:00,7.483260258,0.128,0.063
2/1/2023 1:00,13.10777831,0.127,0.063
2/1/2023 2:00,8.181427921,0.127,0.063
2/1/2023 3:00,12.34665119,0.13,0.063
2/1/2023 4:00,8.666074686,0.134,0.063
2/1/2023 5:00,8.543466188,0.126,0.063
2/1/2023 6:00,4.76066799,0.124,0.063
2/1/2023 7:00,6.712024355,0.127,0.063
2/1/2023 8:00,13.10777831,0.13,0.063
2/1/2023 9:00,8.062672655,0.13,0.063
2/1/2023 10:00,6.927648317,0.131,0.063
2/1/2023 11:00,6.292056881,0.136,0.063
2/1/2023 12:00,6.712024355,0.135,0.063
2/1/2023 13:00,1.985092942,0.141,0.063
2/1/2023 14:00,2.829926034,0.155,0.063
2/1/2023 15:00,6.81936499,0.144,0.063
2/1/2023 16:00,12.64808104,0.142,0.063
2/1/2023 17:00,8.543466188,0.142,0.063
2/1/2023 18:00,10.34850287,0.137,0.063
2/1/2023 19:00,11.75582913,0.131,0.063
2/1/2023 20:00,3.921954779,0.129,0.063
2/1/2023 21:00,12.64808104,0.128,0.063
2/1/2023 22:00,5.213937987,0.128,0.063
2/1/2023 23:00,5.690112735,0.126,0.063
2/2/2023 0:00,5.121458553,0.123,0.063
2/2/2023 1:00,4.585724251,0.125,0.063
2/2/2023 2:00,6.292056881,0.128,0.063
2/2/2023 3:00,4.939241352,0.131,0.063
2/2/2023 4:00,4.499608999,0.129,0.063
2/2/2023 5:00,6.292056881,0.129,0.063
2/2/2023 6:00,5.401647217,0.13,0.063
2/2/2023 7:00,7.712158461,0.13,0.063
2/2/2023 8:00,6.81936499,0.13,0.063
2/2/2023 9:00,7.828039427,0.13,0.063
2/2/2023 10:00,8.181427921,0.137,0.063
2/2/2023 11:00,6.605624826,0.133,0.063
2/2/2023 12:00,7.483260258,0.129,0.063
2/2/2023 13:00,8.181427921,0.134,0.063
2/2/2023 14:00,6.292056881,0.151,0.063
2/2/2023 15:00,8.421823208,0.143,0.063
2/2/2023 16:00,14.21582778,0.14,0.063
2/2/2023 17:00,11.46641607,0.134,0.063
2/2/2023 18:00,3.764939399,0.136,0.063
2/2/2023 19:00,10.89953309,0.126,0.063
2/2/2023 20:00,6.292056881,0.126,0.063
2/2/2023 21:00,13.89416513,0.128,0.062
2/2/2023 22:00,4.41439574,0.128,0.062
2/2/2023 23:00,5.401647217,0.128,0.062
2/3/2023 0:00,9.813238331,0.128,0.062
2/3/2023 1:00,10.21321213,0.128,0.062
2/3/2023 2:00,9.293650854,0.128,0.062
2/3/2023 3:00,9.945581251,0.128,0.062
2/3/2023 4:00,9.422082907,0.129,0.062
2/3/2023 5:00,15.3738141,0.13,0.062
2/3/2023 6:00,8.789650163,0.134,0.062
2/3/2023 7:00,7.597232578,0.133,0.062
2/3/2023 8:00,14.54156697,0.133,0.062
2/3/2023 9:00,13.10777831,0.136,0.062
2/3/2023 10:00,8.301144278,0.141,0.062
2/3/2023 11:00,14.37818719,0.139,0.062
2/3/2023 12:00,6.087687639,0.143,0.061
2/3/2023 13:00,8.301144278,0.15,0.061
2/3/2023 14:00,7.036875913,0.143,0.061
2/3/2023 15:00,10.48477896,0.141,0.061
2/3/2023 16:00,6.927648317,0.142,0.061
2/3/2023 17:00,8.301144278,0.136,0.061
2/3/2023 18:00,5.496880459,0.135,0.061
2/3/2023 19:00,9.422082907,0.134,0.061
2/3/2023 20:00,10.89953309,0.137,0.061
2/3/2023 21:00,6.292056881,0.137,0.061
2/3/2023 22:00,9.293650854,0.137,0.061
2/3/2023 23:00,7.036875913,0.137,0.061
2/4/2023 0:00,13.41929303,0.137,0.061
2/4/2023 1:00,7.258170184,0.137,0.061
2/4/2023 2:00,8.666074686,0.137,0.061
2/4/2023 3:00,9.293650854,0.137,0.061
2/4/2023 4:00,12.19744292,0.137,0.061
2/4/2023 5:00,9.293650854,0.137,0.061
2/4/2023 6:00,18.21037576,0.138,0.061
2/4/2023 7:00,6.500164808,0.14,0.061
2/4/2023 8:00,11.32320443,0.141,0.061
2/4/2023 9:00,12.04923735,0.143,0.061
2/4/2023 10:00,10.48477896,0.145,0.061
2/4/2023 11:00,14.37818719,0.157,0.061
2/4/2023 12:00,12.34665119,0.158,0.061
2/4/2023 13:00,10.34850287,0.161,0.061
2/4/2023 14:00,8.789650163,0.178,0.061
2/4/2023 15:00,12.49686347,0.178,0.061
2/4/2023 16:00,4.41439574,0.18,0.061
2/4/2023 17:00,4.672743313,0.179,0.061
2/4/2023 18:00,11.75582913,0.176,0.061
2/4/2023 19:00,3.687760304,0.179,0.061
2/4/2023 20:00,7.147049349,0.187,0.061
2/4/2023 21:00,6.927648317,0.188,0.061
2/4/2023 22:00,11.46641607,0.19,0.061
2/4/2023 23:00,4.330082646,0.205,0.061
2/5/2023 0:00,16.23175213,0.21,0.061
2/5/2023 1:00,17.47630839,0.219,0.061
2/5/2023 2:00,18.5836826,0.225,0.061
2/5/2023 3:00,5.029893591,0.23,0.061
2/5/2023 4:00,9.166192983,0.241,0.061
2/5/2023 5:00,5.788115153,0.244,0.061
2/5/2023 6:00,10.62204179,0.247,0.061
2/5/2023 7:00,11.61062386,0.249,0.061
2/5/2023 8:00,9.681875235,0.259,0.061
2/5/2023 9:00,7.036875913,0.262,0.061
2/5/2023 10:00,4.246667874,0.276,0.061
2/5/2023 11:00,7.370239973,0.293,0.061
2/5/2023 12:00,14.0544875,0.314,0.061
2/5/2023 13:00,9.551490563,0.339,0.061
2/5/2023 14:00,5.593035066,0.331,0.061
2/5/2023 15:00,12.95353718,0.326,0.061
2/5/2023 16:00,22.34053143,0.294,0.061
2/5/2023 17:00,7.712158461,0.305,0.061
2/5/2023 18:00,9.813238331,0.324,0.061
2/5/2023 19:00,11.1809876,0.317,0.061
2/5/2023 20:00,12.04923735,0.32,0.061
2/5/2023 21:00,16.05810209,0.324,0.061
2/5/2023 22:00,6.927648317,0.333,0.061
2/5/2023 23:00,16.23175213,0.361,0.061
2/6/2023 0:00,4.939241352,0.374,0.061
2/6/2023 1:00,12.95353718,0.403,0.061
2/6/2023 2:00,10.21321213,0.424,0.061
2/6/2023 3:00,17.65825979,0.37,0.061
2/6/2023 4:00,14.37818719,0.46,0.061
2/6/2023 5:00,11.03976427,0.49,0.061
2/6/2023 6:00,8.062672655,0.534,0.061
2/6/2023 7:00,9.551490563,0.571,0.062
2/6/2023 8:00,8.543466188,0.609,0.062
2/6/2023 9:00,8.181427921,0.64,0.062
2/6/2023 10:00,8.789650163,0.685,0.062
2/6/2023 11:00,7.94487699,0.725,0.062
2/6/2023 12:00,6.087687639,0.774,0.062
2/6/2023 13:00,8.914194075,0.809,0.062
2/6/2023 14:00,17.29539871,0.838,0.062
2/6/2023 15:00,10.07890539,0.868,0.062
2/6/2023 16:00,15.03784075,0.879,0.062
2/6/2023 17:00,5.690112735,0.855,0.062
2/6/2023 18:00,11.03976427,0.871,0.062
2/6/2023 19:00,18.02529234,0.857,0.062
2/6/2023 20:00,7.370239973,0.88,0.062
2/6/2023 21:00,9.039707868,0.905,0.062
2/6/2023 22:00,8.181427921,0.913,0.062
2/6/2023 23:00,14.0544875,0.915,0.063
2/7/2023 0:00,11.1809876,0.927,0.063
2/7/2023 1:00,9.039707868,0.936,0.063
2/7/2023 2:00,8.914194075,0.952,0.063
2/7/2023 3:00,10.34850287,0.97,0.063
2/7/2023 4:00,6.292056881,0.97,0.063
2/7/2023 5:00,9.422082907,0.97,0.063
2/7/2023 6:00,7.94487699,0.952,0.063
2/7/2023 7:00,7.258170184,0.938,0.063
2/7/2023 8:00,4.41439574,0.909,0.063
2/7/2023 9:00,4.246667874,0.883,0.063
2/7/2023 10:00,5.401647217,0.875,0.063
2/7/2023 11:00,10.07890539,0.873,0.063
2/7/2023 12:00,12.04923735,0.878,0.063
2/7/2023 13:00,5.593035066,0.907,0.063
2/7/2023 14:00,11.90203319,0.965,0.063
2/7/2023 15:00,12.64808104,1.03,0.063
2/7/2023 16:00,4.939241352,1.066,0.063
2/7/2023 17:00,8.421823208,1.093,0.064
2/7/2023 18:00,6.292056881,1.093,0.064
2/7/2023 19:00,6.395642697,1.01,0.063
2/7/2023 20:00,11.03976427,1.062,0.063
2/7/2023 21:00,4.499608999,1.084,0.063
2/7/2023 22:00,18.96118358,1.103,0.063
2/7/2023 23:00,7.036875913,1.111,0.063
2/8/2023 0:00,10.34850287,1.127,0.064
2/8/2023 1:00,12.64808104,1.143,0.064
2/8/2023 2:00,15.03784075,1.138,0.064
2/8/2023 3:00,9.422082907,1.158,0.064
2/8/2023 4:00,10.07890539,1.174,0.064
2/8/2023 5:00,16.40643577,1.152,0.064
2/8/2023 6:00,12.04923735,1.181,0.064
2/8/2023 7:00,12.34665119,1.182,0.064
2/8/2023 8:00,9.945581251,1.17,0.064
2/8/2023 9:00,7.828039427,1.161,0.064
2/8/2023 10:00,8.301144278,1.143,0.063
2/8/2023 11:00,14.37818719,1.12,0.063
2/8/2023 12:00,8.421823208,1.145,0.063
2/8/2023 13:00,12.34665119,1.169,0.064
2/8/2023 14:00,5.307333632,1.219,0.064
2/8/2023 15:00,7.712158461,1.234,0.064
2/8/2023 16:00,8.421823208,1.274,0.064
2/8/2023 17:00,4.849500075,1.297,0.064
2/8/2023 18:00,10.89953309,1.279,0.064
2/8/2023 19:00,3.764939399,1.259,0.064
2/8/2023 20:00,3.843003581,1.22,0.064
2/8/2023 21:00,5.887044,1.181,0.064
2/8/2023 22:00,6.927648317,1.125,0.064
2/8/2023 23:00,8.421823208,1.055,0.064
2/9/2023 0:00,5.029893591,0.987,0.063
2/9/2023 1:00,9.166192983,0.906,0.063
2/9/2023 2:00,7.483260258,0.826,0.063
2/9/2023 3:00,10.21321213,0.743,0.063
2/9/2023 4:00,5.401647217,0.659,0.063
2/9/2023 5:00,9.681875235,0.574,0.063
2/9/2023 6:00,3.101954432,0.488,0.063
2/9/2023 7:00,3.764939399,0.411,0.063
2/9/2023 8:00,3.843003581,0.344,0.063
2/9/2023 9:00,8.421823208,0.284,0.063
2/9/2023 10:00,5.496880459,0.247,0.063
2/9/2023 11:00,6.927648317,0.226,0.063
2/9/2023 12:00,9.551490563,0.223,0.063
2/9/2023 13:00,6.500164808,0.25,0.063
2/9/2023 14:00,10.07890539,0.287,0.063
2/9/2023 15:00,5.121458553,0.292,0.063
2/9/2023 16:00,7.147049349,0.31,0.063
2/9/2023 17:00,4.41439574,0.326,0.063
2/9/2023 18:00,4.672743313,0.372,0.063
2/9/2023 19:00,6.712024355,0.383,0.063
2/9/2023 20:00,5.887044,0.412,0.063
2/9/2023 21:00,3.172124005,0.426,0.063
2/9/2023 22:00,7.828039427,0.424,0.063
2/9/2023 23:00,5.593035066,0.42,0.063
2/10/2023 0:00,13.89416513,0.417,0.063
2/10/2023 1:00,3.172124005,0.423,0.063
2/10/2023 2:00,5.690112735,0.428,0.063
2/10/2023 3:00,16.40643577,0.415,0.063
2/10/2023 4:00,5.213937987,0.414,0.063
2/10/2023 5:00,9.813238331,0.407,0.063
2/10/2023 6:00,11.32320443,0.377,0.063
2/10/2023 7:00,7.94487699,0.356,0.063
2/10/2023 8:00,5.986900942,0.346,0.063
2/10/2023 9:00,6.395642697,0.326,0.063
2/10/2023 10:00,9.422082907,0.31,0.063
2/10/2023 11:00,12.34665119,0.322,0.063
2/10/2023 12:00,4.082525878,0.319,0.063
2/10/2023 13:00,5.213937987,0.354,0.063
2/10/2023 14:00,7.258170184,0.387,0.063
2/10/2023 15:00,11.75582913,0.425,0.063
2/10/2023 16:00,9.039707868,0.434,0.063
2/10/2023 17:00,5.401647217,0.488,0.063
2/10/2023 18:00,10.62204179,0.486,0.063
2/10/2023 19:00,10.62204179,0.55,0.063
2/10/2023 20:00,4.939241352,0.577,0.063
2/10/2023 21:00,11.61062386,0.593,0.063
2/10/2023 22:00,7.828039427,0.557,0.063
2/10/2023 23:00,12.64808104,0.52,0.063
2/11/2023 0:00,11.03976427,0.525,0.063
2/11/2023 1:00,12.34665119,0.536,0.063
2/11/2023 2:00,13.57656914,0.538,0.063
2/11/2023 3:00,10.21321213,0.523,0.063
2/11/2023 4:00,4.849500075,0.506,0.063
2/11/2023 5:00,4.41439574,0.464,0.063
2/11/2023 6:00,4.330082646,0.421,0.063
2/11/2023 7:00,8.062672655,0.389,0.063
2/11/2023 8:00,2.964214433,0.35,0.063
2/11/2023 9:00,4.082525878,0.324,0.063
2/11/2023 10:00,1.135965165,0.293,0.063
2/11/2023 11:00,12.95353718,0.286,0.063
2/11/2023 12:00,6.605624826,0.323,0.063
2/11/2023 13:00,3.243162712,0.375,0.063
2/11/2023 14:00,5.690112735,0.452,0.063
2/11/2023 15:00,10.76029271,0.482,0.063
2/11/2023 16:00,2.209655196,0.54,0.063
2/11/2023 17:00,3.032651934,0.581,0.063
2/11/2023 18:00,3.764939399,0.617,0.063
2/11/2023 19:00,1.931025721,0.646,0.063
2/11/2023 20:00,4.164149573,0.634,0.063
2/11/2023 21:00,3.387855702,0.639,0.063
2/11/2023 22:00,2.209655196,0.591,0.063
2/11/2023 23:00,2.896639836,0.51,0.063
2/12/2023 0:00,3.536049584,0.518,0.063
2/12/2023 1:00,3.461514029,0.51,0.063
2/12/2023 2:00,2.095710633,0.475,0.063
2/12/2023 3:00,4.41439574,0.437,0.063
2/12/2023 4:00,3.387855702,0.383,0.063
2/12/2023 5:00,2.209655196,0.35,0.063
2/12/2023 6:00,1.985092942,0.307,0.063
2/12/2023 7:00,3.536049584,0.271,0.063
2/12/2023 8:00,1.722977578,0.233,0.063
2/12/2023 9:00,3.461514029,0.208,0.063
2/12/2023 10:00,2.509193909,0.186,0.063
2/12/2023 11:00,1.345815998,0.178,0.063
2/12/2023 12:00,0.807078147,0.181,0.063
2/12/2023 13:00,6.395642697,0.195,0.063
2/12/2023 14:00,4.672743313,0.225,0.063
2/12/2023 15:00,3.387855702,0.238,0.063
2/12/2023 16:00,2.764070899,0.255,0.063
2/12/2023 17:00,2.095710633,0.268,0.063
2/12/2023 18:00,4.082525878,0.273,0.063
2/12/2023 19:00,4.76066799,0.296,0.063
2/12/2023 20:00,0.98212972,0.311,0.063
2/12/2023 21:00,5.788115153,0.333,0.063
2/12/2023 22:00,7.036875913,0.327,0.063
2/12/2023 23:00,8.914194075,0.273,0.063
2/13/2023 0:00,3.387855702,0.291,0.063
2/13/2023 1:00,3.611464351,0.316,0.063
2/13/2023 2:00,4.246667874,0.304,0.063
2/13/2023 3:00,1.176365093,0.3,0.063
2/13/2023 4:00,4.672743313,0.283,0.063
2/13/2023 5:00,5.029893591,0.256,0.063
2/13/2023 6:00,3.387855702,0.238,0.063
2/13/2023 7:00,7.147049349,0.214,0.063
2/13/2023 8:00,1.575503488,0.2,0.063
2/13/2023 9:00,3.921954779,0.205,0.063
2/13/2023 10:00,5.307333632,0.219,0.063
2/13/2023 11:00,4.00179491,0.239,0.063
2/13/2023 12:00,3.611464351,0.27,0.063
2/13/2023 13:00,6.927648317,0.34,0.063
2/13/2023 14:00,4.76066799,0.389,0.063
2/13/2023 15:00,4.41439574,0.481,0.063
2/13/2023 16:00,7.828039427,0.494,0.063
2/13/2023 17:00,10.34850287,0.49,0.063
2/13/2023 18:00,5.887044,0.558,0.063
2/13/2023 19:00,6.81936499,0.558,0.063
2/13/2023 20:00,4.41439574,0.584,0.063
2/13/2023 21:00,6.712024355,0.633,0.063
2/13/2023 22:00,6.927648317,0.563,0.063
2/13/2023 23:00,15.03784075,0.567,0.063
2/14/2023 0:00,5.690112735,0.594,0.063
2/14/2023 1:00,7.483260258,0.647,0.063
2/14/2023 2:00,6.087687639,0.69,0.063
2/14/2023 3:00,11.03976427,0.714,0.063
2/14/2023 4:00,3.536049584,0.722,0.063
2/14/2023 5:00,2.386850853,0.705,0.063
2/14/2023 6:00,4.76066799,0.678,0.063
2/14/2023 7:00,2.571635982,0.681,0.063
2/14/2023 8:00,3.764939399,0.699,0.063
2/14/2023 9:00,5.593035066,0.703,0.063
2/14/2023 10:00,3.032651934,0.709,0.063
2/14/2023 11:00,5.496880459,0.709,0.063
2/14/2023 12:00,5.213937987,0.726,0.063
2/14/2023 13:00,4.585724251,0.761,0.063
2/14/2023 14:00,5.213937987,0.784,0.063
2/14/2023 15:00,6.395642697,0.822,0.063
2/14/2023 16:00,5.213937987,0.842,0.063
2/14/2023 17:00,6.292056881,0.824,0.063
2/14/2023 18:00,6.500164808,0.831,0.063
2/14/2023 19:00,5.401647217,0.821,0.063
2/14/2023 20:00,2.267880928,0.816,0.063
2/14/2023 21:00,6.81936499,0.817,0.063
2/14/2023 22:00,4.939241352,0.82,0.063
2/14/2023 23:00,5.307333632,0.801,0.063
2/15/2023 0:00,5.121458553,0.775,0.063
2/15/2023 1:00,6.927648317,0.749,0.063
2/15/2023 2:00,3.611464351,0.731,0.063
2/15/2023 3:00,6.927648317,0.701,0.063
2/15/2023 4:00,6.712024355,0.676,0.063
2/15/2023 5:00,5.887044,0.64,0.063
2/15/2023 6:00,6.189405738,0.612,0.063
2/15/2023 7:00,5.593035066,0.581,0.063
2/15/2023 8:00,5.887044,0.545,0.063
2/15/2023 9:00,3.101954432,0.501,0.063
2/15/2023 10:00,1.390155589,0.459,0.063
2/15/2023 11:00,2.896639836,0.428,0.063
2/15/2023 12:00,4.41439574,0.42,0.063
2/15/2023 13:00,4.672743313,0.443,0.063
2/15/2023 14:00,5.986900942,0.468,0.063
2/15/2023 15:00,10.48477896,0.482,0.063
2/15/2023 16:00,2.571635982,0.512,0.063
2/15/2023 17:00,4.849500075,0.531,0.063
2/15/2023 18:00,10.48477896,0.559,0.063
2/15/2023 19:00,4.499608999,0.563,0.063
