2023 LG,,,
Hourly Stream Data (Summary),,,
,,,
Dataset Reference Format:,,,
,"[Year of data collection] Stream data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,
, URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,
,,,
Dataset Header Description,,,
,Column(s)| Variable| Description| [units],,
,1st Column  | DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,
,2nd Column|Discharge -L/s|Stream Discharge instantaneous measurements [L/s],,
,3rd Column |StreamTemp-C| Stream Temperature [C],,
,4th Column |StreamEC-mS/cm| Stream Electrical Conductivity [mS/cm],,
,,,
,,,
,**Note: -6999 denotes missing data,,
,,,
,,,
DateTime,Discharge-L/s,StreamTemp-C,StreamEC-mS/cm
1/1/2023 0:00,89.65946304,2.31,0.27
1/1/2023 1:00,89.33313272,2.154,0.272
1/1/2023 2:00,88.35915914,2.021,0.274
1/1/2023 3:00,88.03616958,1.888,0.278
1/1/2023 4:00,87.39268546,1.742,0.281
1/1/2023 5:00,86.11566238,1.607,0.284
1/1/2023 6:00,84.85183329,1.478,0.287
1/1/2023 7:00,84.2248417,1.351,0.289
1/1/2023 8:00,84.2248417,1.237,0.291
1/1/2023 9:00,82.98065488,1.115,0.295
1/1/2023 10:00,83.29048013,0.986,0.298
1/1/2023 11:00,82.36343986,0.889,0.298
1/1/2023 12:00,81.74946394,0.908,0.295
1/1/2023 13:00,81.74946394,1.011,0.292
1/1/2023 14:00,80.83455174,1.176,0.289
1/1/2023 15:00,78.72782533,1.314,0.286
1/1/2023 16:00,78.72782533,1.463,0.284
1/1/2023 17:00,80.83455174,1.559,0.284
1/1/2023 18:00,80.53118986,1.545,0.286
1/1/2023 19:00,80.22863035,1.479,0.288
1/1/2023 20:00,79.92687198,1.35,0.293
1/1/2023 21:00,79.92687198,1.146,0.299
1/1/2023 22:00,79.92687198,0.92,0.302
1/1/2023 23:00,79.02639143,0.702,0.307
1/2/2023 0:00,77.54149858,0.529,0.311
1/2/2023 1:00,76.36781318,0.386,0.315
1/2/2023 2:00,70.1350101,0.227,0.32
1/2/2023 3:00,54.04394403,0.121,0.321
1/2/2023 4:00,46.85803734,0.097,0.318
1/2/2023 5:00,44.42087774,0.098,0.312
1/2/2023 6:00,47.06528796,0.104,0.308
1/2/2023 7:00,50.90713104,0.1,0.292
1/2/2023 8:00,57.31440673,0.093,0.285
1/2/2023 9:00,63.497128,0.087,0.283
1/2/2023 10:00,69.86052005,0.087,0.282
1/2/2023 11:00,74.63081611,0.089,0.283
1/2/2023 12:00,81.13871722,0.089,0.284
1/2/2023 13:00,85.79847127,0.089,0.286
1/2/2023 14:00,96.36377431,0.089,0.288
1/2/2023 15:00,112.726507,0.087,0.29
1/2/2023 16:00,110.4396571,0.087,0.292
1/2/2023 17:00,111.1982759,0.086,0.296
1/2/2023 18:00,108.9333619,0.084,0.295
1/2/2023 19:00,110.4396571,0.081,0.295
1/2/2023 20:00,115.4363953,0.081,0.292
1/2/2023 21:00,113.8823398,0.081,0.292
1/2/2023 22:00,112.3430718,0.082,0.292
1/2/2023 23:00,111.5789576,0.082,0.292
1/3/2023 0:00,109.3085711,0.082,0.292
1/3/2023 1:00,112.3430718,0.084,0.293
1/3/2023 2:00,116.6116905,0.085,0.294
1/3/2023 3:00,121.3972059,0.084,0.295
1/3/2023 12:00,107.8131749,0.096,0.336
1/3/2023 13:00,103.4134257,0.098,0.334
1/3/2023 14:00,96.36377431,0.101,0.332
1/3/2023 15:00,92.30038929,0.108,0.33
1/3/2023 16:00,90.64348879,0.109,0.328
1/3/2023 17:00,91.96731761,0.111,0.326
1/3/2023 18:00,92.30038929,0.11,0.325
1/3/2023 19:00,90.97317981,0.108,0.324
1/3/2023 20:00,87.7140121,0.108,0.324
1/3/2023 21:00,85.48210355,0.106,0.323
1/3/2023 22:00,82.67164187,0.106,0.323
1/3/2023 23:00,80.83455174,0.102,0.324
1/4/2023 0:00,78.72782533,0.105,0.324
1/4/2023 1:00,76.95308062,0.108,0.324
1/4/2023 2:00,75.20669072,0.114,0.324
1/4/2023 3:00,74.0580529,0.117,0.324
1/4/2023 4:00,71.51886024,0.129,0.323
1/4/2023 5:00,70.68626653,0.152,0.323
1/4/2023 13:00,68.22943785,0.744,0.305
1/4/2023 14:00,68.49940307,0.881,0.302
1/4/2023 15:00,68.49940307,1.014,0.299
1/4/2023 16:00,68.49940307,1.146,0.295
1/4/2023 17:00,69.04158806,1.282,0.293
1/4/2023 18:00,68.49940307,1.37,0.292
1/4/2023 19:00,68.22943785,1.433,0.291
1/4/2023 20:00,68.22943785,1.489,0.291
1/4/2023 21:00,68.22943785,1.53,0.29
1/4/2023 22:00,67.96022253,1.56,0.29
1/4/2023 23:00,67.96022253,1.579,0.29
1/5/2023 0:00,68.22943785,1.589,0.291
1/5/2023 1:00,67.42403676,1.578,0.292
1/5/2023 2:00,67.6917559,1.527,0.292
1/5/2023 3:00,67.42403676,1.541,0.292
1/5/2023 4:00,67.1570639,1.56,0.291
1/5/2023 5:00,67.1570639,1.607,0.29
1/5/2023 6:00,66.62535217,1.65,0.289
1/5/2023 7:00,66.09661108,1.694,0.288
1/5/2023 8:00,66.8908361,1.732,0.288
1/5/2023 9:00,66.8908361,1.783,0.286
1/5/2023 10:00,67.1570639,1.876,0.284
1/5/2023 11:00,67.42403676,1.943,0.283
1/5/2023 12:00,67.6917559,2.073,0.278
1/5/2023 13:00,67.96022253,2.314,0.273
1/5/2023 14:00,68.49940307,2.53,0.271
1/5/2023 15:00,69.04158806,2.673,0.269
1/5/2023 16:00,69.58678717,2.805,0.267
1/5/2023 17:00,70.41025852,2.873,0.267
1/5/2023 18:00,70.41025852,2.891,0.267
1/5/2023 19:00,71.51886024,2.878,0.267
1/5/2023 20:00,71.79791875,2.864,0.267
1/5/2023 21:00,72.07774293,2.831,0.269
1/7/2023 12:00,69.31381025,1.767,0.286
1/7/2023 13:00,69.04158806,1.9,0.283
1/7/2023 14:00,69.04158806,2.109,0.281
1/7/2023 15:00,69.04158806,2.279,0.277
1/7/2023 16:00,68.77011941,2.477,0.273
1/7/2023 17:00,69.31381025,2.705,0.27
1/7/2023 18:00,68.77011941,2.886,0.269
1/7/2023 19:00,69.31381025,2.969,0.269
1/7/2023 20:00,68.77011941,2.975,0.269
1/7/2023 21:00,69.04158806,2.971,0.27
1/7/2023 22:00,68.77011941,2.925,0.272
1/7/2023 23:00,69.04158806,2.828,0.274
1/8/2023 0:00,69.04158806,2.726,0.276
1/8/2023 1:00,68.77011941,2.65,0.277
1/8/2023 2:00,69.04158806,2.593,0.278
1/8/2023 3:00,68.49940307,2.512,0.28
1/8/2023 4:00,68.77011941,2.44,0.281
1/8/2023 5:00,68.77011941,2.416,0.28
1/8/2023 6:00,68.77011941,2.424,0.28
1/8/2023 7:00,68.77011941,2.448,0.279
1/8/2023 8:00,68.22943785,2.464,0.279
1/8/2023 9:00,68.22943785,2.497,0.278
1/8/2023 10:00,68.22943785,2.556,0.277
1/8/2023 11:00,67.96022253,2.647,0.275
1/8/2023 12:00,67.6917559,2.74,0.274
1/8/2023 13:00,68.77011941,2.832,0.273
1/8/2023 14:00,69.04158806,2.909,0.271
1/8/2023 15:00,69.31381025,3.002,0.269
1/8/2023 16:00,69.31381025,3.107,0.267
1/8/2023 17:00,69.04158806,3.198,0.266
1/8/2023 18:00,69.58678717,3.253,0.266
1/8/2023 19:00,69.31381025,3.245,0.268
1/8/2023 20:00,69.31381025,3.128,0.271
1/11/2023 11:00,69.86052005,2.123,0.286
1/11/2023 12:00,70.1350101,2.184,0.283
1/11/2023 13:00,69.58678717,2.41,0.278
1/11/2023 14:00,69.58678717,2.691,0.273
1/11/2023 15:00,69.58678717,2.961,0.269
1/11/2023 16:00,69.86052005,3.113,0.268
1/11/2023 17:00,69.31381025,3.258,0.266
1/11/2023 18:00,69.31381025,3.332,0.266
1/11/2023 19:00,69.31381025,3.292,0.267
1/11/2023 20:00,69.04158806,3.226,0.269
1/11/2023 21:00,69.31381025,3.17,0.27
1/11/2023 22:00,69.04158806,3.116,0.271
1/11/2023 23:00,69.58678717,3.057,0.272
1/12/2023 0:00,69.04158806,3.005,0.273
1/12/2023 1:00,69.58678717,2.97,0.274
1/12/2023 2:00,68.77011941,2.938,0.274
1/12/2023 3:00,68.77011941,2.908,0.275
1/12/2023 4:00,68.49940307,2.895,0.275
1/12/2023 5:00,68.77011941,2.898,0.275
1/12/2023 6:00,68.77011941,2.909,0.274
1/12/2023 7:00,68.22943785,2.927,0.274
1/12/2023 8:00,68.22943785,2.932,0.274
1/12/2023 9:00,68.22943785,2.941,0.274
1/12/2023 10:00,68.22943785,2.994,0.272
1/12/2023 11:00,68.49940307,3.129,0.269
1/12/2023 12:00,68.22943785,3.316,0.266
1/12/2023 13:00,68.49940307,3.505,0.263
1/12/2023 14:00,68.77011941,3.707,0.26
1/12/2023 15:00,69.31381025,3.945,0.257
1/12/2023 16:00,69.86052005,4.189,0.254
1/12/2023 17:00,70.1350101,4.361,0.253
1/12/2023 18:00,71.51886024,4.409,0.253
1/12/2023 19:00,72.07774293,4.407,0.253
1/12/2023 20:00,72.92182158,4.366,0.255
1/12/2023 21:00,73.77283501,4.27,0.257
1/12/2023 22:00,74.0580529,4.082,0.26
1/12/2023 23:00,74.34404619,3.817,0.265
1/13/2023 0:00,74.63081611,3.568,0.268
1/13/2023 1:00,75.20669072,3.369,0.27
1/13/2023 2:00,75.49579784,3.192,0.273
1/13/2023 3:00,76.36781318,3.013,0.276
1/13/2023 4:00,76.36781318,2.874,0.277
1/13/2023 5:00,76.6600537,2.769,0.279
1/13/2023 6:00,76.95308062,2.651,0.281
1/13/2023 7:00,77.24689517,2.534,0.282
1/13/2023 8:00,78.72782533,2.48,0.282
1/13/2023 9:00,79.02639143,2.464,0.282
1/13/2023 10:00,79.32575376,2.496,0.28
1/13/2023 11:00,79.32575376,2.625,0.276
1/13/2023 12:00,79.32575376,2.842,0.272
1/13/2023 13:00,79.62591353,3.098,0.268
1/13/2023 14:00,80.53118986,3.392,0.263
1/13/2023 15:00,81.13871722,3.703,0.259
1/13/2023 16:00,81.44368754,3.949,0.256
1/13/2023 17:00,82.36343986,4.091,0.255
1/13/2023 18:00,83.29048013,4.15,0.255
1/13/2023 19:00,84.2248417,4.16,0.255
1/13/2023 20:00,84.85183329,4.157,0.255
1/13/2023 21:00,86.75251971,4.199,0.254
1/13/2023 22:00,90.97317981,4.236,0.252
1/13/2023 23:00,93.64117145,4.232,0.251
1/14/2023 0:00,97.39896086,4.221,0.251
1/14/2023 1:00,100.1977033,4.201,0.252
1/14/2023 2:00,102.6926333,4.173,0.252
1/14/2023 3:00,107.0709047,4.146,0.253
1/14/2023 4:00,116.218994,4.093,0.253
1/14/2023 5:00,125.9038766,3.995,0.254
1/14/2023 6:00,130.527052,3.94,0.255
1/14/2023 7:00,132.6674761,3.904,0.255
1/14/2023 14:00,123.4313598,4.311,0.242
1/14/2023 15:00,123.022624,4.447,0.241
1/14/2023 16:00,124.2516979,4.593,0.24
1/14/2023 17:00,122.2080125,4.694,0.239
1/14/2023 18:00,123.4313598,4.702,0.239
1/14/2023 19:00,123.8410507,4.656,0.24
1/14/2023 20:00,127.9907736,4.534,0.242
1/14/2023 21:00,129.6777313,4.403,0.243
1/14/2023 22:00,130.527052,4.287,0.245
1/14/2023 23:00,133.530522,4.187,0.246
1/15/2023 0:00,134.8324908,4.099,0.247
1/15/2023 1:00,139.6828853,4.023,0.247
1/15/2023 2:00,140.5777829,3.957,0.248
1/15/2023 3:00,138.7920058,3.895,0.249
1/15/2023 4:00,136.5823173,3.831,0.248
1/15/2023 5:00,136.5823173,3.777,0.247
1/15/2023 6:00,135.268459,3.727,0.246
1/16/2023 12:00,119.7869659,2.418,0.256
1/16/2023 13:00,119.3867678,2.525,0.254
1/16/2023 14:00,119.3867678,2.678,0.251
1/16/2023 15:00,118.9875119,2.945,0.247
1/16/2023 16:00,118.5891969,3.259,0.242
1/16/2023 17:00,118.1918216,3.514,0.24
1/16/2023 18:00,117.7953845,3.589,0.241
1/16/2023 19:00,117.3998845,3.482,0.243
1/16/2023 20:00,117.0053203,3.292,0.246
1/16/2023 21:00,115.8272293,3.052,0.25
1/16/2023 22:00,115.8272293,2.785,0.254
1/16/2023 23:00,114.2694641,2.532,0.258
1/17/2023 0:00,114.2694641,2.292,0.262
1/17/2023 1:00,113.8823398,2.058,0.266
1/17/2023 2:00,112.726507,1.833,0.27
1/17/2023 3:00,112.726507,1.629,0.274
1/17/2023 4:00,111.5789576,1.429,0.277
1/17/2023 5:00,111.5789576,1.24,0.281
1/17/2023 6:00,110.4396571,1.069,0.284
1/17/2023 7:00,109.6846891,0.922,0.288
1/17/2023 8:00,108.1856651,0.789,0.29
1/17/2023 9:00,108.5590603,0.654,0.293
1/17/2023 10:00,107.8131749,0.561,0.294
1/17/2023 11:00,107.4415885,0.542,0.294
1/17/2023 12:00,106.7011221,0.576,0.292
1/17/2023 13:00,105.9642556,0.63,0.29
1/17/2023 14:00,106.7011221,0.776,0.285
1/17/2023 15:00,104.8656836,1.019,0.279
1/17/2023 16:00,105.5971692,1.353,0.271
1/17/2023 17:00,105.5971692,1.72,0.265
1/17/2023 18:00,105.2309789,1.957,0.262
1/17/2023 19:00,104.8656836,2.035,0.263
1/17/2023 20:00,103.7751542,1.92,0.267
1/17/2023 21:00,104.1377725,1.716,0.272
1/17/2023 22:00,103.4134257,1.48,0.276
1/17/2023 23:00,102.6926333,1.258,0.281
1/18/2023 0:00,102.3335667,1.062,0.285
1/18/2023 1:00,101.6180867,0.884,0.288
1/19/2023 23:00,89.65946304,0.831,0.288
1/20/2023 0:00,88.68298202,0.54,0.296
1/20/2023 1:00,83.9125723,0.264,0.303
1/20/2023 2:00,73.20472057,0.11,0.305
1/20/2023 3:00,59.97992675,0.09,0.306
1/20/2023 4:00,46.85803734,0.086,0.308
1/20/2023 5:00,54.73339619,0.088,0.309
1/20/2023 13:00,198.0016541,0.098,0.302
1/20/2023 14:00,218.0852421,0.097,0.312
1/20/2023 15:00,188.4652934,0.095,0.315
1/20/2023 16:00,158.3582587,0.093,0.313
1/20/2023 17:00,153.5341314,0.093,0.309
1/20/2023 18:00,152.5818767,0.092,0.307
1/20/2023 19:00,150.2194408,0.092,0.307
1/20/2023 20:00,146.9554539,0.092,0.306
1/20/2023 21:00,135.268459,0.09,0.306
1/20/2023 22:00,128.8323086,0.089,0.307
1/20/2023 23:00,119.3867678,0.09,0.308
1/21/2023 0:00,129.2545333,0.089,0.309
1/21/2023 1:00,128.8323086,0.089,0.31
1/21/2023 2:00,122.614842,0.088,0.31
1/21/2023 3:00,116.6116905,0.089,0.311
1/21/2023 4:00,114.657514,0.091,0.311
1/21/2023 5:00,116.6116905,0.091,0.312
1/22/2023 14:00,87.7140121,0.105,0.302
1/22/2023 15:00,89.65946304,0.118,0.301
1/22/2023 16:00,88.68298202,0.124,0.3
1/22/2023 17:00,85.79847127,0.113,0.3
1/22/2023 18:00,84.2248417,0.104,0.299
1/22/2023 19:00,82.36343986,0.094,0.3
1/22/2023 20:00,80.83455174,0.086,0.3
1/22/2023 21:00,78.72782533,0.084,0.301
1/22/2023 22:00,77.24689517,0.087,0.302
1/22/2023 23:00,79.02639143,0.093,0.303
1/23/2023 0:00,79.32575376,0.094,0.304
1/23/2023 1:00,78.72782533,0.094,0.304
1/23/2023 2:00,76.36781318,0.09,0.304
1/23/2023 3:00,73.20472057,0.083,0.306
1/23/2023 4:00,66.8908361,0.078,0.307
1/23/2023 5:00,67.42403676,0.075,0.308
1/23/2023 6:00,74.0580529,0.074,0.308
1/23/2023 7:00,83.29048013,0.076,0.307
1/23/2023 8:00,86.43367811,0.078,0.307
1/23/2023 9:00,92.63430927,0.08,0.309
1/23/2023 10:00,96.02044046,0.08,0.309
1/23/2023 11:00,109.6846891,0.082,0.311
1/23/2023 12:00,113.8823398,0.089,0.313
1/23/2023 13:00,118.9875119,0.095,0.314
1/23/2023 14:00,137.9051338,0.1,0.313
1/23/2023 15:00,125.9038766,0.099,0.31
1/23/2023 16:00,107.8131749,0.1,0.308
1/23/2023 17:00,101.6180867,0.097,0.305
1/23/2023 18:00,93.64117145,0.097,0.304
1/23/2023 19:00,86.75251971,0.097,0.303
1/23/2023 20:00,82.36343986,0.099,0.303
1/23/2023 21:00,78.13307688,0.093,0.303
1/23/2023 22:00,76.6600537,0.09,0.304
1/23/2023 23:00,74.34404619,0.088,0.305
1/24/2023 0:00,72.07774293,0.088,0.305
1/24/2023 1:00,69.58678717,0.086,0.306
1/24/2023 2:00,64.52811525,0.086,0.307
1/24/2023 3:00,59.48892971,0.085,0.307
1/24/2023 4:00,53.58772061,0.084,0.308
1/24/2023 5:00,47.90074682,0.083,0.309
1/24/2023 6:00,56.36616243,0.081,0.31
1/24/2023 7:00,61.21989135,0.083,0.311
1/24/2023 8:00,63.497128,0.084,0.312
1/24/2023 9:00,66.62535217,0.086,0.313
1/24/2023 10:00,69.31381025,0.09,0.313
1/24/2023 11:00,71.51886024,0.09,0.313
1/24/2023 12:00,74.63081611,0.092,0.313
1/24/2023 13:00,84.53792828,0.093,0.313
1/24/2023 14:00,94.31667731,0.091,0.312
1/24/2023 15:00,86.11566238,0.097,0.309
1/24/2023 16:00,83.29048013,0.114,0.306
1/24/2023 17:00,80.83455174,0.113,0.304
1/24/2023 18:00,79.02639143,0.11,0.302
1/24/2023 19:00,77.54149858,0.109,0.301
1/24/2023 20:00,76.95308062,0.111,0.301
1/24/2023 21:00,76.6600537,0.111,0.301
1/24/2023 22:00,74.34404619,0.114,0.302
1/24/2023 23:00,73.48839131,0.116,0.302
1/25/2023 0:00,73.77283501,0.112,0.303
1/25/2023 1:00,72.35833398,0.102,0.304
1/25/2023 2:00,71.51886024,0.097,0.304
1/25/2023 3:00,70.41025852,0.096,0.305
1/25/2023 4:00,69.58678717,0.096,0.305
1/25/2023 5:00,69.31381025,0.103,0.305
1/25/2023 6:00,69.04158806,0.109,0.305
1/25/2023 7:00,68.77011941,0.108,0.305
1/25/2023 8:00,67.96022253,0.106,0.305
1/25/2023 9:00,67.6917559,0.11,0.305
1/25/2023 10:00,68.22943785,0.125,0.304
1/25/2023 11:00,68.22943785,0.149,0.303
1/25/2023 12:00,68.49940307,0.177,0.301
1/25/2023 13:00,68.49940307,0.21,0.299
1/25/2023 14:00,69.31381025,0.278,0.296
1/25/2023 15:00,69.31381025,0.351,0.293
1/25/2023 16:00,70.41025852,0.42,0.29
1/25/2023 17:00,70.96303535,0.514,0.287
1/25/2023 18:00,70.41025852,0.574,0.286
1/25/2023 19:00,70.41025852,0.646,0.284
1/25/2023 20:00,69.86052005,0.732,0.282
1/25/2023 21:00,70.1350101,0.806,0.282
1/25/2023 22:00,69.04158806,0.863,0.282
1/25/2023 23:00,68.77011941,0.907,0.282
1/26/2023 0:00,68.77011941,0.914,0.283
1/26/2023 1:00,68.49940307,0.892,0.284
1/26/2023 2:00,67.42403676,0.839,0.286
1/26/2023 3:00,67.1570639,0.781,0.288
1/26/2023 4:00,66.8908361,0.756,0.288
1/26/2023 5:00,66.62535217,0.775,0.287
1/26/2023 6:00,66.09661108,0.811,0.286
1/26/2023 7:00,66.3606109,0.854,0.285
1/26/2023 8:00,66.3606109,0.905,0.284
1/26/2023 9:00,66.09661108,0.957,0.283
1/26/2023 10:00,66.62535217,1.013,0.282
1/26/2023 11:00,66.62535217,1.093,0.28
1/26/2023 12:00,67.42403676,1.149,0.278
1/26/2023 13:00,67.6917559,1.237,0.276
1/26/2023 14:00,68.49940307,1.324,0.273
1/26/2023 15:00,70.1350101,1.401,0.271
1/26/2023 16:00,71.51886024,1.508,0.267
1/26/2023 17:00,71.24056618,1.604,0.265
1/26/2023 18:00,70.96303535,1.73,0.262
1/26/2023 19:00,70.96303535,1.818,0.262
1/26/2023 20:00,70.1350101,1.847,0.262
1/26/2023 21:00,70.68626653,1.824,0.264
1/26/2023 22:00,69.58678717,1.788,0.265
1/26/2023 23:00,69.58678717,1.742,0.267
1/27/2023 0:00,69.31381025,1.693,0.268
1/27/2023 1:00,69.31381025,1.659,0.269
1/27/2023 2:00,69.04158806,1.626,0.27
1/27/2023 3:00,68.77011941,1.615,0.27
1/27/2023 4:00,68.49940307,1.606,0.27
1/27/2023 5:00,68.49940307,1.602,0.27
1/27/2023 6:00,68.49940307,1.598,0.27
1/27/2023 7:00,68.49940307,1.603,0.27
1/27/2023 8:00,68.49940307,1.608,0.27
1/27/2023 9:00,68.22943785,1.617,0.269
1/27/2023 10:00,68.49940307,1.624,0.269
1/27/2023 11:00,68.77011941,1.631,0.268
1/27/2023 12:00,69.31381025,1.702,0.265
1/27/2023 13:00,69.86052005,1.807,0.263
1/27/2023 14:00,70.68626653,1.907,0.26
1/27/2023 15:00,70.96303535,2.016,0.258
1/27/2023 16:00,71.24056618,2.13,0.255
1/27/2023 17:00,71.79791875,2.205,0.254
1/27/2023 18:00,71.24056618,2.288,0.253
1/27/2023 19:00,71.51886024,2.307,0.253
1/27/2023 20:00,70.96303535,2.294,0.254
1/27/2023 21:00,70.96303535,2.278,0.255
1/27/2023 22:00,70.96303535,2.234,0.256
1/27/2023 23:00,70.1350101,2.169,0.258
1/28/2023 0:00,69.86052005,2.061,0.261
1/28/2023 1:00,69.31381025,1.922,0.264
1/28/2023 2:00,68.77011941,1.798,0.267
1/28/2023 3:00,68.77011941,1.712,0.269
1/28/2023 4:00,68.77011941,1.65,0.27
1/28/2023 5:00,68.22943785,1.602,0.271
1/28/2023 6:00,68.22943785,1.572,0.271
1/28/2023 7:00,68.22943785,1.552,0.271
1/28/2023 8:00,67.96022253,1.535,0.272
1/28/2023 9:00,66.8908361,1.506,0.272
1/28/2023 10:00,66.62535217,1.521,0.271
1/28/2023 11:00,66.62535217,1.576,0.27
1/28/2023 12:00,66.3606109,1.679,0.267
1/28/2023 13:00,66.3606109,1.82,0.263
1/28/2023 14:00,66.62535217,1.958,0.26
1/28/2023 15:00,66.8908361,2.101,0.257
1/28/2023 16:00,67.1570639,2.227,0.256
1/28/2023 17:00,66.8908361,2.264,0.256
1/28/2023 18:00,66.8908361,2.26,0.256
1/28/2023 19:00,66.8908361,2.19,0.258
1/28/2023 20:00,66.8908361,2.084,0.261
1/28/2023 21:00,66.8908361,1.986,0.263
1/28/2023 22:00,66.8908361,1.883,0.265
1/28/2023 23:00,66.3606109,1.775,0.268
1/29/2023 0:00,66.3606109,1.638,0.272
1/29/2023 1:00,65.57083099,1.418,0.278
1/29/2023 2:00,65.83335151,1.159,0.284
1/29/2023 3:00,65.3090483,0.909,0.289
1/29/2023 4:00,65.04800225,0.719,0.292
1/29/2023 5:00,64.52811525,0.566,0.296
1/29/2023 6:00,64.01116037,0.418,0.3
1/29/2023 12:00,74.91836388,0.105,0.31
1/29/2023 13:00,107.8131749,0.106,0.309
1/29/2023 14:00,86.11566238,0.106,0.308
1/29/2023 15:00,62.73153818,0.11,0.306
1/29/2023 16:00,58.27382575,0.126,0.305
1/29/2023 17:00,65.3090483,0.13,0.305
1/29/2023 18:00,65.57083099,0.104,0.306
1/29/2023 19:00,60.47376976,0.077,0.304
1/29/2023 20:00,57.31440673,0.077,0.299
1/29/2023 21:00,45.42523106,0.074,0.284
1/30/2023 14:00,398.8806849,0.093,0.279
1/30/2023 15:00,463.9849778,0.087,0.28
1/30/2023 16:00,519.1617631,0.084,0.28
1/30/2023 17:00,538.5361021,0.083,0.278
1/30/2023 18:00,535.0807306,0.082,0.276
1/31/2023 11:00,640.4979051,0.087,0.274
1/31/2023 12:00,676.3999977,0.088,0.274
1/31/2023 13:00,677.7562813,0.089,0.274
1/31/2023 14:00,617.3223306,0.089,0.274
1/31/2023 15:00,558.4139038,0.089,0.274
1/31/2023 16:00,515.7944616,0.09,0.272
1/31/2023 17:00,478.6985236,0.091,0.27
1/31/2023 18:00,425.656059,0.092,0.269
1/31/2023 19:00,393.3014179,0.093,0.269
2/1/2023 11:00,66.09661108,0.094,0.288
2/1/2023 12:00,62.98600856,0.097,0.284
2/1/2023 13:00,62.47779244,0.096,0.286
2/1/2023 14:00,62.47779244,0.099,0.295
2/1/2023 15:00,66.09661108,0.097,0.303
2/1/2023 16:00,66.8908361,0.096,0.31
2/1/2023 17:00,64.01116037,0.099,0.312
2/1/2023 18:00,63.24120477,0.101,0.31
2/1/2023 19:00,61.97247007,0.1,0.309
2/1/2023 20:00,61.21989135,0.099,0.308
2/2/2023 11:00,54.27307797,0.095,0.318
2/2/2023 12:00,54.27307797,0.096,0.318
2/2/2023 13:00,54.73339619,0.099,0.317
2/2/2023 14:00,55.19645606,0.102,0.317
2/2/2023 15:00,56.36616243,0.104,0.315
2/2/2023 16:00,57.55321089,0.104,0.312
2/2/2023 17:00,58.03291922,0.103,0.31
2/2/2023 18:00,57.79271466,0.102,0.307
2/2/2023 19:00,58.27382575,0.102,0.306
2/2/2023 20:00,58.27382575,0.102,0.306
2/3/2023 10:00,56.60218002,0.109,0.312
2/3/2023 11:00,57.55321089,0.112,0.311
2/3/2023 12:00,57.79271466,0.119,0.31
2/3/2023 13:00,58.75774952,0.126,0.308
2/3/2023 14:00,59.48892971,0.13,0.306
2/3/2023 15:00,59.73407308,0.127,0.304
2/3/2023 16:00,60.22649191,0.128,0.303
2/3/2023 17:00,60.97046828,0.123,0.302
2/3/2023 18:00,61.21989135,0.12,0.301
2/3/2023 19:00,61.72089104,0.119,0.3
2/3/2023 20:00,61.21989135,0.12,0.3
2/3/2023 21:00,62.22477013,0.122,0.3
2/3/2023 22:00,61.21989135,0.125,0.301
2/3/2023 23:00,60.47376976,0.129,0.301
2/4/2023 0:00,60.72176149,0.131,0.301
2/4/2023 1:00,59.97992675,0.134,0.302
2/4/2023 11:00,57.07630099,0.153,0.301
2/4/2023 12:00,56.83889248,0.16,0.301
2/4/2023 13:00,57.55321089,0.166,0.301
2/4/2023 14:00,58.03291922,0.171,0.3
2/4/2023 15:00,58.27382575,0.185,0.298
2/4/2023 16:00,59.48892971,0.2,0.295
2/4/2023 17:00,59.73407308,0.202,0.294
2/4/2023 18:00,60.22649191,0.198,0.292
2/4/2023 19:00,59.73407308,0.197,0.292
2/4/2023 20:00,59.97992675,0.202,0.291
2/4/2023 21:00,59.73407308,0.208,0.292
2/4/2023 22:00,59.73407308,0.209,0.293
2/4/2023 23:00,59.73407308,0.212,0.294
2/5/2023 0:00,60.22649191,0.218,0.295
2/5/2023 1:00,59.24449545,0.221,0.295
2/5/2023 11:00,59.48892971,0.346,0.29
2/5/2023 12:00,61.21989135,0.382,0.289
2/5/2023 13:00,61.72089104,0.397,0.289
2/5/2023 14:00,64.52811525,0.416,0.288
2/5/2023 15:00,64.01116037,0.335,0.288
2/5/2023 16:00,64.26927189,0.334,0.285
2/5/2023 17:00,62.98600856,0.346,0.283
2/5/2023 18:00,63.24120477,0.385,0.282
2/5/2023 19:00,62.98600856,0.428,0.281
2/5/2023 20:00,62.22477013,0.508,0.28
2/5/2023 21:00,60.97046828,0.607,0.279
2/6/2023 11:00,58.27382575,1.091,0.275
2/6/2023 12:00,58.27382575,1.194,0.273
2/6/2023 13:00,58.51543546,1.259,0.272
2/6/2023 14:00,59.48892971,1.295,0.271
2/6/2023 15:00,60.47376976,1.27,0.27
2/6/2023 16:00,61.21989135,1.316,0.266
2/6/2023 17:00,60.97046828,1.416,0.263
2/6/2023 18:00,60.47376976,1.56,0.261
2/6/2023 19:00,60.72176149,1.665,0.26
2/6/2023 20:00,59.97992675,1.71,0.261
2/6/2023 21:00,59.48892971,1.727,0.262
2/7/2023 11:00,55.42901706,0.884,0.284
2/7/2023 12:00,55.89620711,0.905,0.284
2/7/2023 13:00,55.42901706,0.958,0.281
