2023 LG,,,
Hourly Stream Data (Summary),,,
,,,
Dataset Reference Format:,,,
,"[Year of data collection] Stream data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,
, URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,
,,,
Dataset Header Description,,,
,Column(s)| Variable| Description| [units],,
,1st Column  | DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,
,2nd Column|Discharge -L/s|Stream Discharge instantaneous measurements [L/s],,
,3rd Column |StreamTemp-C| Stream Temperature [C],,
,4th Column |StreamEC-mS/cm| Stream Electrical Conductivity [mS/cm],,
,,,
,,,
,**Note: -6999 denotes missing data,,
,,,
,,,
DateTime,Discharge-L/s,StreamTemp-C,StreamEC-mS/cm
3/26/2023 15:00,207.2826963,2.411,0.187
3/26/2023 16:00,207.8727336,2.471,0.187
3/26/2023 17:00,208.4639523,2.498,0.188
3/26/2023 18:00,206.1061603,2.541,0.187
3/26/2023 19:00,202.0252977,2.472,0.189
3/26/2023 20:00,199.7190964,2.343,0.19
3/26/2023 21:00,199.7190964,2.18,0.191
3/26/2023 22:00,198.5729748,2.004,0.191
3/26/2023 23:00,198.0016541,1.825,0.193
3/27/2023 0:00,199.1454552,1.641,0.195
3/27/2023 1:00,196.2946354,1.499,0.196
3/27/2023 2:00,195.7279392,1.392,0.196
3/27/2023 3:00,195.1623957,1.249,0.198
3/27/2023 4:00,195.1623957,1.078,0.2
3/27/2023 5:00,193.4726682,0.913,0.204
3/27/2023 6:00,193.4726682,0.741,0.205
3/27/2023 7:00,192.9117221,0.582,0.208
3/27/2023 8:00,191.2357541,0.454,0.211
3/27/2023 9:00,191.2357541,0.39,0.211
3/27/2023 10:00,186.816649,0.445,0.21
3/27/2023 11:00,181.3944798,0.737,0.206
3/27/2023 12:00,187.914612,1.372,0.199
3/27/2023 13:00,188.4652934,2.33,0.186
3/27/2023 14:00,192.9117221,2.921,0.181
3/27/2023 15:00,195.7279392,3.35,0.176
3/27/2023 16:00,198.5729748,3.889,0.175
3/27/2023 17:00,199.1454552,4.273,0.174
3/27/2023 18:00,198.0016541,4.242,0.172
3/27/2023 19:00,195.7279392,3.963,0.173
3/27/2023 20:00,194.0347616,3.522,0.177
3/27/2023 21:00,195.7279392,3.082,0.181
3/27/2023 22:00,193.4726682,2.713,0.183
3/27/2023 23:00,192.9117221,2.458,0.186
3/28/2023 0:00,190.6793836,2.265,0.191
3/28/2023 1:00,190.1241537,2.13,0.189
3/28/2023 2:00,189.5700629,2.055,0.19
3/28/2023 3:00,190.1241537,2.002,0.192
3/28/2023 4:00,189.5700629,1.965,0.191
3/28/2023 5:00,190.6793836,1.947,0.19
3/28/2023 6:00,190.1241537,1.957,0.19
3/28/2023 7:00,188.4652934,1.985,0.19
3/28/2023 8:00,189.5700629,1.994,0.189
3/28/2023 9:00,188.4652934,2.017,0.189
3/28/2023 10:00,189.01711,2.103,0.188
3/28/2023 11:00,189.01711,2.234,0.186
3/28/2023 12:00,189.5700629,2.388,0.184
3/28/2023 13:00,188.4652934,2.557,0.182
3/28/2023 14:00,187.914612,2.75,0.18
3/28/2023 15:00,187.914612,2.98,0.177
3/28/2023 16:00,187.3650643,3.154,0.176
3/28/2023 17:00,187.3650643,3.259,0.177
3/28/2023 18:00,187.914612,3.331,0.177
3/28/2023 19:00,187.3650643,3.325,0.177
3/28/2023 20:00,188.4652934,3.259,0.18
3/28/2023 21:00,190.1241537,3.194,0.18
3/28/2023 22:00,202.0252977,3.15,0.179
3/28/2023 23:00,202.604764,3.094,0.181
3/29/2023 0:00,201.4469992,3.064,0.18
3/29/2023 1:00,201.4469992,3.034,0.18
3/29/2023 2:00,200.8698671,2.99,0.18
3/29/2023 3:00,200.2938999,2.935,0.181
3/29/2023 4:00,199.1454552,2.897,0.181
3/29/2023 5:00,199.1454552,2.879,0.182
3/29/2023 6:00,199.7190964,2.866,0.182
3/29/2023 7:00,199.7190964,2.847,0.182
3/29/2023 8:00,202.0252977,2.794,0.184
3/29/2023 9:00,203.7672051,2.717,0.184
3/29/2023 10:00,204.3501828,2.752,0.184
3/29/2023 11:00,205.519659,2.935,0.182
3/29/2023 12:00,204.3501828,3.113,0.182
3/29/2023 13:00,204.3501828,3.306,0.182
3/29/2023 14:00,203.7672051,3.432,0.179
3/29/2023 15:00,204.3501828,3.541,0.177
3/29/2023 16:00,204.9343336,3.643,0.176
3/29/2023 17:00,205.519659,3.652,0.176
3/29/2023 18:00,204.9343336,3.678,0.176
3/29/2023 19:00,206.693839,3.63,0.177
3/29/2023 20:00,207.2826963,3.523,0.178
3/29/2023 21:00,208.4639523,3.377,0.18
3/29/2023 22:00,205.519659,3.221,0.181
3/29/2023 23:00,205.519659,3.121,0.182
3/30/2023 0:00,203.7672051,3.037,0.183
3/30/2023 1:00,203.7672051,2.938,0.183
3/30/2023 2:00,204.9343336,2.72,0.183
3/30/2023 3:00,206.693839,2.324,0.187
3/30/2023 4:00,208.4639523,1.884,0.191
3/30/2023 5:00,210.8406687,1.487,0.193
3/30/2023 6:00,210.2447106,1.198,0.196
3/30/2023 7:00,210.2447106,0.961,0.198
3/30/2023 8:00,213.8383103,0.672,0.201
3/30/2023 9:00,211.437815,0.296,0.205
3/30/2023 10:00,202.0252977,0.108,0.207
3/30/2023 11:00,195.1623957,0.1,0.207
3/30/2023 12:00,214.4414184,0.117,0.207
3/30/2023 13:00,225.5033,0.155,0.208
3/30/2023 14:00,225.5033,0.248,0.203
3/30/2023 15:00,230.5462291,0.629,0.193
3/30/2023 16:00,239.5615678,1.373,0.184
3/30/2023 17:00,254.9069091,1.402,0.185
3/30/2023 18:00,261.7896448,1.223,0.189
3/30/2023 19:00,265.2795983,1.29,0.192
3/30/2023 20:00,260.4027589,1.416,0.19
3/30/2023 21:00,252.8671887,1.529,0.191
3/30/2023 22:00,245.4864657,1.631,0.192
3/30/2023 23:00,239.5615678,1.709,0.187
3/31/2023 0:00,233.0972263,1.793,0.187
3/31/2023 1:00,229.9115642,1.879,0.186
3/31/2023 2:00,226.1293771,1.942,0.186
3/31/2023 3:00,223.011191,1.969,0.187
3/31/2023 4:00,221.1548798,2.008,0.188
3/31/2023 5:00,218.6967546,2.057,0.189
3/31/2023 6:00,216.8658299,2.099,0.189
3/31/2023 7:00,214.4414184,2.137,0.188
3/31/2023 8:00,215.0457231,2.188,0.187
3/31/2023 9:00,210.8406687,2.322,0.185
3/31/2023 10:00,209.0563538,2.578,0.183
3/31/2023 11:00,209.6499395,2.991,0.179
3/31/2023 12:00,210.8406687,3.548,0.174
3/31/2023 13:00,216.8658299,4.17,0.169
3/31/2023 14:00,220.5385345,4.726,0.166
3/31/2023 15:00,227.3852006,5.166,0.164
3/31/2023 16:00,235.6680301,5.528,0.162
3/31/2023 17:00,243.5001708,5.526,0.161
3/31/2023 18:00,245.4864657,5.365,0.163
3/31/2023 19:00,252.8671887,5.036,0.164
3/31/2023 20:00,254.2257202,4.639,0.169
3/31/2023 21:00,252.8671887,4.241,0.171
3/31/2023 22:00,252.1898433,3.904,0.173
3/31/2023 23:00,252.1898433,3.678,0.175
4/1/2023 0:00,250.1654712,3.534,0.176
4/1/2023 1:00,246.8169817,3.446,0.176
4/1/2023 2:00,244.8231049,3.369,0.177
4/1/2023 3:00,242.8405946,3.307,0.177
4/1/2023 4:00,242.8405946,3.259,0.177
4/1/2023 5:00,239.5615678,3.219,0.177
4/1/2023 6:00,244.8231049,3.172,0.177
4/1/2023 7:00,248.8222628,3.115,0.178
4/1/2023 8:00,250.8389859,3.06,0.178
4/1/2023 9:00,263.1817224,2.977,0.178
4/1/2023 10:00,265.9814983,2.966,0.177
4/1/2023 11:00,265.9814983,3.095,0.175
4/1/2023 12:00,271.6438473,3.361,0.173
4/1/2023 13:00,270.9314566,3.631,0.172
4/1/2023 14:00,278.840459,3.678,0.173
4/1/2023 15:00,284.6935706,3.724,0.173
4/1/2023 16:00,279.5674217,3.826,0.172
4/1/2023 17:00,276.6675559,3.987,0.171
4/1/2023 18:00,279.5674217,4.069,0.172
4/1/2023 19:00,272.3575556,3.962,0.172
4/1/2023 20:00,267.389219,3.679,0.172
4/1/2023 21:00,264.5790032,3.337,0.175
4/1/2023 22:00,263.8797117,3.055,0.177
4/1/2023 23:00,261.0955536,2.843,0.179
4/2/2023 0:00,258.3321402,2.723,0.18
4/2/2023 1:00,259.7112594,2.678,0.181
4/2/2023 2:00,260.4027589,2.674,0.181
4/2/2023 3:00,254.2257202,2.669,0.181
4/2/2023 4:00,256.2731399,2.661,0.182
4/2/2023 5:00,255.5893819,2.627,0.182
4/2/2023 6:00,250.1654712,2.582,0.182
4/2/2023 7:00,251.5137761,2.535,0.183
4/2/2023 8:00,249.4932306,2.528,0.182
4/2/2023 9:00,250.8389859,2.627,0.181
4/2/2023 10:00,246.8169817,2.856,0.177
4/2/2023 11:00,250.1654712,3.252,0.173
4/2/2023 12:00,246.8169817,3.711,0.169
4/2/2023 13:00,246.8169817,4.193,0.166
4/2/2023 14:00,250.8389859,4.51,0.163
4/2/2023 15:00,250.8389859,5.219,0.158
4/2/2023 16:00,256.2731399,5.727,0.156
4/2/2023 17:00,263.8797117,5.774,0.157
4/2/2023 18:00,256.9581848,5.396,0.16
4/2/2023 19:00,261.0955536,4.946,0.164
4/2/2023 20:00,261.0955536,4.538,0.167
4/2/2023 21:00,261.0955536,4.185,0.169
4/2/2023 22:00,254.2257202,3.891,0.172
4/2/2023 23:00,258.3321402,3.68,0.173
4/3/2023 0:00,254.9069091,3.511,0.174
4/3/2023 1:00,254.9069091,3.367,0.175
4/3/2023 2:00,252.1898433,3.252,0.176
4/3/2023 3:00,255.5893819,3.13,0.177
4/3/2023 4:00,250.1654712,3.015,0.178
4/3/2023 5:00,252.8671887,2.897,0.18
4/3/2023 6:00,252.8671887,2.766,0.181
4/3/2023 7:00,248.8222628,2.634,0.182
4/3/2023 8:00,246.8169817,2.537,0.183
4/3/2023 9:00,247.4841397,2.511,0.181
4/3/2023 10:00,250.1654712,2.564,0.18
